T,F1,RP1,C1,V1,A1,AP1
2013-06-07 15:12:06+05:30,50.1,-8.074,0.035,232.25,0.336,8.081
2013-06-07 15:12:07+05:30,50.09,-8.027,0.035,232.2,0.391,8.037
2013-06-07 15:12:08+05:30,50.08,-8.083,0.035,232.21,0.35,8.09
2013-06-07 15:12:09+05:30,50.09,-7.994,0.034,232.18,0.391,8.004
2013-06-07 15:12:10+05:30,50.08,-8.053,0.035,232.26,0.336,8.06
2013-06-07 15:12:11+05:30,50.08,-8.079,0.035,232.13,0.369,8.087
2013-06-07 15:12:12+05:30,50.11,-8.013,0.035,232.01,0.314,8.019
2013-06-07 15:12:13+05:30,50.09,-7.946,0.034,231.89,0.259,7.95
2013-06-07 15:12:14+05:30,50.1,-8.084,0.035,232.08,0.178,8.086
2013-06-07 15:12:15+05:30,50.1,-8.035,0.035,231.93,0.457,8.048
2013-06-07 15:12:16+05:30,50.1,-8.109,0.035,232.02,0.312,8.115
2013-06-07 15:12:17+05:30,50.09,-8.043,0.035,231.87,0.233,8.046
2013-06-07 15:12:18+05:30,50.09,-8.017,0.035,231.88,0.369,8.025
2013-06-07 15:12:19+05:30,50.08,-8.045,0.035,231.75,0.358,8.053
2013-06-07 15:12:20+05:30,50.1,-7.992,0.035,231.73,0.343,7.999
2013-06-07 15:12:21+05:30,50.08,-7.959,0.034,232.09,0.376,7.968
2013-06-07 15:12:22+05:30,50.09,-7.97,0.034,232.07,0.355,7.978
2013-06-07 15:12:23+05:30,50.08,-7.989,0.034,231.99,0.351,7.997
2013-06-07 15:12:24+05:30,50.09,-8.017,0.035,231.79,0.289,8.022
2013-06-07 15:12:25+05:30,50.07,-7.952,0.034,231.92,0.4,7.962
2013-06-07 15:12:55+05:30,50.09,-7.933,0.034,231.91,0.343,7.94
2013-06-07 15:12:56+05:30,50.08,-8.005,0.035,232.04,0.273,8.009
2013-06-07 15:12:57+05:30,50.08,-8.006,0.035,231.88,0.378,8.015
2013-06-07 15:12:58+05:30,50.07,-8.081,0.035,232.14,0.328,8.088
2013-06-07 15:13:02+05:30,50.09,-8.104,0.035,232.54,0.362,8.112
2013-06-07 15:13:35+05:30,50.09,-8.104,0.035,232.54,0.362,8.112
2013-06-07 15:13:36+05:30,50.09,-8.042,0.035,232.4,0.445,8.054
2013-06-07 15:13:37+05:30,50.07,-8.118,0.035,232.59,0.339,8.125
2013-06-07 15:13:38+05:30,50.1,-7.966,0.034,232.44,0.479,7.98
2013-06-07 15:13:39+05:30,50.07,-21.885,5.093,223.39,1137.491,1137.702
2013-06-07 15:13:40+05:30,50.1,-22.021,5.096,223.55,1138.977,1139.19
2013-06-07 15:13:41+05:30,50.08,-22.006,5.095,223.54,1138.796,1139.008
2013-06-07 15:13:42+05:30,50.09,-22.072,5.089,223.23,1135.752,1135.966
2013-06-07 15:13:43+05:30,50.09,-22.192,5.085,223.08,1134.12,1134.337
2013-06-07 15:13:44+05:30,50.07,-21.903,5.09,223.3,1136.324,1136.535
2013-06-07 15:13:45+05:30,50.11,-22.001,5.087,223.19,1135.269,1135.482
2013-06-07 15:13:46+05:30,50.07,-22.303,5.087,223.18,1135.17,1135.389
2013-06-07 15:13:47+05:30,50.09,-22.044,5.087,223.25,1135.548,1135.762
2013-06-07 15:13:48+05:30,50.07,-22.136,5.086,223.13,1134.519,1134.735
2013-06-07 15:13:49+05:30,50.05,-22.296,5.084,223.08,1133.845,1134.065
2013-06-07 15:13:50+05:30,50.07,-21.991,5.084,223.11,1134.174,1134.387
2013-06-07 15:13:51+05:30,50.1,-22.172,5.085,223.12,1134.316,1134.533
2013-06-07 15:13:52+05:30,50.07,-22.141,5.081,222.97,1132.604,1132.82
2013-06-07 15:13:53+05:30,50.07,-21.993,5.083,223.08,1133.769,1133.982
2013-06-07 15:13:54+05:30,50.07,-22.273,5.081,222.98,1132.778,1132.997
2013-06-07 15:13:55+05:30,50.07,-22.477,5.085,223.21,1134.891,1135.113
2013-06-07 15:13:56+05:30,50.06,-21.975,5.085,223.2,1134.823,1135.036
2013-06-07 15:13:57+05:30,50.07,-21.973,5.082,223.07,1133.476,1133.689
2013-06-07 15:13:58+05:30,50.07,-22.144,5.081,223.01,1132.792,1133.009
2013-06-07 15:13:59+05:30,50.06,-22.039,5.084,223.12,1134.128,1134.342
2013-06-07 15:14:00+05:30,50.08,-21.906,5.08,222.94,1132.313,1132.525
2013-06-07 15:14:01+05:30,50.07,-22.121,5.078,222.89,1131.738,1131.954
2013-06-07 15:14:02+05:30,50.07,-21.572,5.074,222.72,1129.953,1130.159
2013-06-07 15:14:03+05:30,50.08,-22.118,5.077,222.79,1130.773,1130.989
2013-06-07 15:14:04+05:30,50.08,-22.052,5.071,222.57,1128.39,1128.606
2013-06-07 15:14:05+05:30,50.08,-21.844,5.072,222.62,1128.936,1129.147
2013-06-07 15:14:06+05:30,50.08,-50.398,0.217,232.12,2.302,50.451
2013-06-07 15:14:07+05:30,50.07,-7.994,0.034,232.17,0.377,8.003
2013-06-07 15:14:08+05:30,50.08,-7.988,0.034,232.23,0.334,7.995
2013-06-07 15:14:09+05:30,50.08,-7.953,0.034,231.9,0.366,7.962
2013-06-07 15:14:10+05:30,50.08,-7.895,0.034,232.12,0.376,7.904
2013-06-07 15:14:11+05:30,50.08,-7.93,0.034,232.09,0.31,7.936
2013-06-07 15:14:12+05:30,50.07,-7.921,0.034,232.15,0.303,7.927
2013-06-07 15:14:13+05:30,50.08,-7.95,0.034,232.12,0.366,7.958
2013-06-07 15:14:14+05:30,50.07,-7.972,0.034,231.86,0.39,7.982
2013-06-07 15:14:15+05:30,50.09,-8.018,0.035,231.83,0.3,8.024
2013-06-07 15:14:44+05:30,50.07,-7.921,0.034,232.15,0.303,7.927
2013-06-07 15:14:45+05:30,50.08,-7.95,0.034,232.12,0.366,7.958
2013-06-07 15:14:46+05:30,50.07,-7.972,0.034,231.86,0.39,7.982
2013-06-07 15:14:47+05:30,50.09,-8.018,0.035,231.83,0.3,8.024
2013-06-07 15:14:48+05:30,50.07,-8.034,0.035,232.02,0.324,8.041
2013-06-07 15:14:49+05:30,50.06,-574.96,3.995,226.04,696.308,903.008
2013-06-07 15:14:51+05:30,50.07,-22.131,5.106,223.86,1142.653,1143.284
2013-06-07 15:14:52+05:30,50.06,-22.442,5.112,224.07,1145.793,1146.012
2013-06-07 15:14:53+05:30,50.08,-22.479,5.108,224.21,1144.129,1144.35
2013-06-07 15:14:54+05:30,50.07,-22.149,5.11,224.11,1144.926,1145.141
2013-06-07 15:14:55+05:30,50.05,-22.564,5.111,224.15,1145.432,1145.654
2013-06-07 15:14:56+05:30,50.06,-22.371,5.11,224.12,1145.056,1145.275
2013-06-07 15:14:57+05:30,50.05,-22.281,5.11,224.13,1145.074,1145.291
2013-06-07 15:14:58+05:30,50.06,-22.567,5.109,224.11,1144.738,1144.96
2013-06-07 15:14:59+05:30,50.07,-22.377,5.107,224.01,1143.745,1143.964
2013-06-07 15:15:00+05:30,50.05,-22.562,5.112,224.23,1146.016,1146.238
2013-06-07 15:15:01+05:30,50.07,-22.664,5.113,224.29,1146.551,1146.775
2013-06-07 15:15:02+05:30,50.08,-22.141,5.109,224.23,1145.496,1145.71
2013-06-07 15:15:03+05:30,50.07,-22.356,5.114,224.4,1147.325,1147.543
2013-06-07 15:15:04+05:30,50.07,-22.427,5.108,224.09,1144.342,1144.561
2013-06-07 15:15:05+05:30,50.06,-22.101,5.105,223.97,1143.071,1143.284
2013-06-07 15:15:06+05:30,50.05,-22.384,5.107,224.03,1143.958,1144.177
2013-06-07 15:15:07+05:30,50.07,-22.549,5.111,224.22,1145.821,1146.043
2013-06-07 15:15:08+05:30,50.05,-22.21,5.109,224.16,1145.067,1145.282
2013-06-07 15:15:09+05:30,50.04,-22.382,5.116,224.45,1148.078,1148.297
2013-06-07 15:15:10+05:30,50.06,-22.569,5.109,224.15,1144.935,1145.158
2013-06-07 15:15:11+05:30,50.06,-22.449,5.117,224.48,1148.352,1148.571
2013-06-07 15:15:12+05:30,50.06,-22.205,5.113,224.28,1146.454,1146.669
2013-06-07 15:15:13+05:30,50.06,-22.579,5.107,224.08,1144.221,1144.444
2013-06-07 15:15:14+05:30,50.07,-22.484,5.115,224.42,1147.629,1147.85
2013-06-07 15:15:15+05:30,50.07,-22.437,5.118,224.54,1148.968,1149.187
2013-06-07 15:15:16+05:30,50.05,-22.497,5.115,224.42,1147.702,1147.923
2013-06-07 15:15:17+05:30,50.05,-131.441,0.565,233.88,14.395,132.227
2013-06-07 15:15:18+05:30,50.06,-8.142,0.035,234.15,0.296,8.147
2013-06-07 15:15:19+05:30,50.04,-8.043,0.035,232.88,0.308,8.049
2013-06-07 15:15:20+05:30,50.05,-8.175,0.035,233.84,0.25,8.179
2013-06-07 15:15:21+05:30,50.06,-8.253,0.035,234.01,0.53,8.27
2013-06-07 15:15:22+05:30,50.03,-8.126,0.035,233.78,0.37,8.134
2013-06-07 15:15:23+05:30,50.04,-8.116,0.035,233.84,0.394,8.126
2013-06-07 15:15:24+05:30,50.05,-8.145,0.035,233.97,0.335,8.152
2013-06-07 15:15:25+05:30,50.05,-8.17,0.035,234.09,0.345,8.177
2013-06-07 15:15:26+05:30,50.05,-8.134,0.035,234.02,0.375,8.143
2013-06-07 15:15:56+05:30,50.04,-8.116,0.035,233.84,0.394,8.126
2013-06-07 15:15:57+05:30,50.05,-8.145,0.035,233.97,0.335,8.152
2013-06-07 15:15:58+05:30,50.05,-8.17,0.035,234.09,0.345,8.177
2013-06-07 15:15:59+05:30,50.05,-8.134,0.035,234.02,0.375,8.143
2013-06-07 15:16:00+05:30,50.05,-8.145,0.035,234,0.346,8.152
2013-06-07 15:16:01+05:30,50.05,-8.231,0.035,234.31,0.349,8.238
2013-06-07 15:16:02+05:30,50.04,-601.753,3.707,229.09,599.406,849.35
2013-06-07 15:16:03+05:30,50.02,-22.699,5.109,224.04,1144.422,1144.647
2013-06-07 15:16:04+05:30,50.05,-22.414,5.112,224.2,1145.939,1146.158
2013-06-07 15:16:05+05:30,50.03,-22.233,5.111,224.16,1145.405,1143.589
2013-06-07 15:16:06+05:30,50.05,-22.377,5.107,223.98,1143.636,1142.631
2013-06-07 15:16:07+05:30,50.03,-21.973,5.106,223.94,1143.164,1143.102
2013-06-07 15:16:08+05:30,50.04,-22.492,5.101,223.82,1141.895,1141.384
2013-06-07 15:16:09+05:30,50.04,-22.539,5.105,223.84,1141.979,1143.098
2013-06-07 15:16:10+05:30,50.01,-22.351,5.108,223.82,1141.845,1144.417
2013-06-07 15:16:11+05:30,50.04,-22.464,5.103,223.81,1141.761,1142.074
2013-06-07 15:16:12+05:30,50.05,-21.983,5.102,223.78,1141.395,1141.606
2013-06-07 15:16:13+05:30,50.03,-22.377,5.099,223.65,1140.13,1140.349
2013-06-07 15:16:14+05:30,50.05,-22.108,5.104,223.91,1142.62,1142.834
2013-06-07 15:16:15+05:30,50.03,-22.454,5.098,223.59,1139.657,1139.878
2013-06-07 15:16:16+05:30,50.03,-22.552,5.098,223.58,1139.563,1139.786
2013-06-07 15:16:17+05:30,50.04,-22.121,5.096,223.51,1138.852,1139.066
2013-06-07 15:16:18+05:30,50.04,-22.346,5.101,223.67,1140.61,1140.829
2013-06-07 15:16:19+05:30,50.03,-590.292,3.735,227.81,612.91,850.943
2013-06-07 15:16:20+05:30,50.03,-7.976,0.034,232.97,0.432,7.988
2013-06-07 15:16:21+05:30,50.03,-8.121,0.035,233.11,0.421,8.132
2013-06-07 15:16:22+05:30,50.03,-8.096,0.035,232.97,0.4,8.106
2013-06-07 15:16:23+05:30,50.04,-8.072,0.035,232.88,0.397,8.082
2013-06-07 15:16:24+05:30,50.02,-8.014,0.034,232.73,0.367,8.023
2013-06-07 15:16:25+05:30,50.05,-8.022,0.035,232.57,0.3,8.028
2013-06-07 15:16:26+05:30,50.03,-8.122,0.035,232.7,0.319,8.129
2013-06-07 15:16:27+05:30,50.04,-8.066,0.035,232.58,0.298,8.071
2013-06-07 15:16:56+05:30,50.02,-8.014,0.034,232.73,0.367,8.023
2013-06-07 15:16:57+05:30,50.05,-8.022,0.035,232.57,0.3,8.028
2013-06-07 15:16:58+05:30,50.03,-8.122,0.035,232.7,0.319,8.129
2013-06-07 15:16:59+05:30,50.04,-8.066,0.035,232.58,0.298,8.071
2013-06-07 15:17:00+05:30,50.04,-8.152,0.035,232.51,0.441,8.164
2013-06-07 15:17:01+05:30,50.02,-8.102,0.035,232.55,0.408,8.113
2013-06-07 15:17:02+05:30,50.03,-8.108,0.035,232.67,0.385,8.117
2013-06-07 15:17:03+05:30,50.04,-21.991,5.092,223.13,1135.897,1136.11
2013-06-07 15:17:04+05:30,50.04,-22.296,5.085,222.86,1133.129,1133.349
2013-06-07 15:17:05+05:30,50.05,-21.988,5.087,222.94,1133.9,1134.114
2013-06-07 15:17:06+05:30,50.05,-21.973,5.076,222.42,1128.726,1128.94
2013-06-07 15:17:07+05:30,50.05,-21.975,5.081,222.68,1131.311,1131.525
